City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
474,Kholm-Zhirkovskiy,RU,55.5189,33.4731,28.54,92,16,4.65,few clouds
475,Nemuro,JP,43.3236,145.575,54.03,73,0,4.27,clear sky
476,Kemi,FI,65.8596,24.8228,31.77,93,90,8.05,light shower snow
477,Bairiki,KI,1.3292,172.9752,86.0,66,20,3.44,few clouds
478,Half Moon Bay,US,37.4636,-122.4286,64.76,93,90,3.0,heavy intensity rain
479,Alta Floresta,BR,-9.8756,-56.0861,74.95,84,74,1.77,moderate rain
480,Kargasok,RU,59.0556,80.8572,38.93,96,100,5.84,light rain
481,Jonkoping,SE,57.7814,14.1562,45.39,93,90,5.75,overcast clouds
482,Tiznit,MA,29.5833,-9.5,64.72,59,100,1.03,overcast clouds
483,Samarai,PG,-10.6167,150.6667,83.23,74,35,12.82,scattered clouds
484,Santa Catarina De Tepehuanes,MX,25.35,-105.7333,70.97,33,0,3.71,clear sky
485,Motygino,RU,58.1831,94.7592,38.91,79,86,9.86,overcast clouds
486,Rocky Mountain House,CA,52.3668,-114.9188,50.11,57,59,13.8,broken clouds
487,Sabang,ID,5.8933,95.3214,80.89,76,97,9.19,overcast clouds
488,Charters Towers,AU,-20.1,146.2667,80.73,46,73,1.72,broken clouds
489,Maniitsoq,GL,65.4167,-52.9,24.42,54,7,7.7,clear sky
490,Parrita,CR,9.5201,-84.3225,83.52,88,86,4.34,overcast clouds
491,Ulladulla,AU,-35.35,150.4667,63.09,67,57,7.34,broken clouds
492,Emerald,AU,-23.5333,148.1667,86.34,39,80,3.44,broken clouds
493,Taltal,CL,-25.4,-70.4833,61.66,74,23,4.81,few clouds
494,Hailey,US,43.5196,-114.3153,40.86,93,90,4.61,moderate rain
495,Naron,ES,43.5167,-8.1528,58.66,90,34,5.66,scattered clouds
496,Nhulunbuy,AU,-12.2333,136.7667,88.41,58,40,8.05,scattered clouds
497,Goure,NE,13.9835,10.2704,87.03,17,12,7.56,few clouds
498,Vaitape,PF,-16.5167,-151.75,75.61,88,100,13.04,moderate rain
499,Camacha,PT,33.0833,-16.3333,65.62,73,40,8.05,scattered clouds
500,Sao Felix Do Xingu,BR,-6.6447,-51.995,73.29,97,88,1.36,moderate rain
501,Mandalgovi,MN,45.7625,106.2708,31.8,49,12,11.86,few clouds
502,Taoudenni,ML,22.6783,-3.9836,84.81,18,9,9.69,clear sky
503,Kautokeino,NO,69.0125,23.0412,19.4,95,100,3.56,light snow
504,Havoysund,NO,70.9963,24.6622,23.88,83,66,13.94,broken clouds
505,Grand Gaube,MU,-20.0064,57.6608,74.37,72,93,4.0,overcast clouds
506,Naze,JP,28.3667,129.4833,67.12,81,68,7.72,broken clouds
507,Valleyview,CA,55.0667,-117.2859,53.64,47,16,17.27,few clouds
508,Springfield,US,37.2153,-93.2982,71.46,86,1,18.41,clear sky
509,Chengde,CN,40.9725,117.9361,47.35,67,100,1.12,overcast clouds
510,Port Hardy,CA,50.6996,-127.4199,50.18,87,75,13.8,broken clouds
511,San Cristobal,VE,7.7669,-72.225,73.58,94,76,1.97,broken clouds
512,Nyirmada,HU,48.0667,22.2,35.78,67,49,4.52,scattered clouds
513,Monteiro,BR,-7.8894,-37.12,76.62,60,52,11.27,broken clouds
514,Quelimane,MZ,-17.8786,36.8883,76.87,90,7,8.34,clear sky
515,Kolokani,ML,13.5728,-8.0339,80.51,56,20,3.29,few clouds
516,Zemio,CF,5.0314,25.1361,69.06,98,63,3.74,light rain
517,Vernon,CA,50.2581,-119.2691,56.93,50,100,1.01,overcast clouds
518,Jimenez,MX,28.3333,-105.4,84.94,16,0,6.24,clear sky
519,Labuan,MY,5.2767,115.2417,80.76,94,20,1.99,few clouds
520,College,US,64.8569,-147.8028,26.92,93,90,0.0,mist
521,Cravo Norte,CO,6.3017,-70.2041,81.21,72,96,7.02,moderate rain
522,Zhangye,CN,38.9342,100.4517,41.41,41,100,5.14,overcast clouds
523,Altay,CN,47.8667,88.1167,30.72,60,11,4.14,few clouds
524,North Bend,US,43.4065,-124.2243,57.87,100,93,3.0,overcast clouds
525,Ifo,NG,6.8144,3.1958,78.42,90,38,4.0,scattered clouds
526,Ucluelet,CA,48.9329,-125.5528,54.09,85,99,7.0,overcast clouds
527,Port Arthur,CN,38.8,121.2667,56.91,96,7,11.03,clear sky
528,Penzance,GB,50.1186,-5.5371,56.08,86,49,17.36,scattered clouds
529,Santa Fe,AR,-31.6333,-60.7,70.99,45,0,1.99,clear sky
530,Chukhloma,RU,58.7525,42.6825,25.84,94,64,7.85,broken clouds
531,Chifeng,CN,42.2683,118.9636,46.09,51,99,5.37,overcast clouds
532,Labuhan,ID,-6.8844,112.2051,81.39,75,25,9.89,scattered clouds
533,Maua,BR,-23.6678,-46.4614,60.6,89,100,9.6,moderate rain
534,Hay River,CA,60.8156,-115.7999,40.98,87,75,9.22,light rain
535,Yerbogachen,RU,61.2767,108.0108,34.63,97,100,10.38,light rain
536,Teguldet,RU,57.3064,88.1667,42.75,91,92,8.95,light rain
537,Bonavista,CA,48.6499,-53.1147,56.12,83,78,30.18,broken clouds
538,Ewa Beach,US,21.3156,-158.0072,87.75,49,75,12.66,broken clouds
539,Arauco,CL,-37.2463,-73.3175,59.02,86,0,8.86,clear sky
540,Axim,GH,4.8699,-2.2405,77.4,86,48,5.26,scattered clouds
541,Matamoros,MX,25.5333,-103.25,89.71,22,1,4.61,clear sky
542,Guaratinga,BR,-16.5667,-39.5667,75.87,92,67,6.46,broken clouds
543,Praia Da Vitoria,PT,38.7333,-27.0667,63.75,94,20,8.3,few clouds
544,Dubti,ET,11.7361,41.0853,83.32,38,9,8.75,clear sky
545,Sanmenxia,CN,34.7747,111.1814,54.97,75,94,3.56,overcast clouds
546,Danville,US,36.586,-79.395,68.38,63,1,3.44,clear sky
547,Manono,CD,-7.3,27.4167,67.86,94,100,2.53,overcast clouds
548,Bira,RU,49.0,132.4667,42.84,66,1,2.37,clear sky
549,Canon City,US,38.441,-105.2424,72.75,18,1,9.22,clear sky
550,Constitucion,CL,-35.3333,-72.4167,54.93,87,1,15.21,clear sky
551,Baoding,CN,38.8511,115.4903,52.88,66,66,2.84,broken clouds
552,Khani,GE,41.9563,42.9566,45.97,88,87,0.65,overcast clouds
553,Umea,SE,63.8284,20.2597,38.91,100,75,2.3,light rain
554,Alyangula,AU,-13.8483,136.4192,85.87,74,51,2.3,broken clouds
555,Antofagasta,CL,-23.65,-70.4,58.28,79,19,3.29,few clouds
556,Prainha,BR,-1.8,-53.48,80.82,64,82,4.23,broken clouds
557,Forbes,AU,-33.3833,148.0167,60.98,27,0,9.91,clear sky
558,Aksay,RU,47.26,39.87,42.44,52,94,8.99,overcast clouds
559,Oistins,BB,13.0667,-59.5333,80.69,78,40,21.85,scattered clouds
560,Manggar,ID,-2.8833,108.2667,81.52,75,14,1.66,few clouds
561,Nyurba,RU,63.2842,118.3319,32.36,94,100,6.51,overcast clouds
562,Kaeo,NZ,-35.1,173.7833,73.33,77,15,5.37,few clouds
563,Manali,IN,13.1667,80.2667,78.89,79,100,7.76,overcast clouds
564,Savannah,US,32.0835,-81.0998,75.94,81,1,0.0,clear sky
565,Hatillo,PR,18.4863,-66.8254,82.02,87,40,12.82,scattered clouds
566,Muli,MV,2.9167,73.5667,82.04,77,28,14.56,scattered clouds
567,Baykit,RU,61.67,96.37,34.57,93,91,8.25,light rain
568,Bazarnyy Syzgan,RU,53.7512,46.7535,36.14,99,97,8.03,overcast clouds
569,Cleveland,US,41.4995,-81.6954,57.2,94,90,10.36,mist
570,Carmagnola,IT,44.847,7.718,54.05,85,0,0.0,clear sky
571,Poya,NC,-21.35,165.15,79.39,59,6,4.16,clear sky
572,Xiantao,CN,30.3833,113.4,57.81,67,67,3.65,broken clouds
573,Winslow,US,35.0242,-110.6974,71.78,28,1,3.0,clear sky
574,Oranjemund,NA,-28.55,16.4333,59.07,78,0,12.1,clear sky
575,Fare,PF,-16.7,-151.0167,75.63,89,100,12.64,moderate rain
576,Gusau,NG,12.1628,6.6614,79.54,24,28,5.21,scattered clouds
577,Hermiston,US,45.8404,-119.2895,65.8,79,90,18.41,light rain
578,Agadez,NE,19.75,10.25,81.54,14,0,7.2,clear sky
579,Nara,JP,34.6851,135.8049,60.17,86,100,6.89,moderate rain
580,Lekoni,GA,-1.5843,14.2591,73.06,87,79,3.38,broken clouds
581,Touros,BR,-5.1989,-35.4608,81.5,72,20,14.25,few clouds
582,Xingyi,CN,24.1877,102.817,53.65,98,100,2.62,overcast clouds
583,Sembe,CG,1.6481,14.5806,68.67,99,100,1.03,light rain
584,Revelstoke,CA,50.9832,-118.2023,50.02,81,90,3.44,light rain
585,Puerto Del Rosario,ES,28.5004,-13.8627,71.28,68,20,6.91,few clouds
586,Tura,IN,25.5198,90.2201,65.86,96,8,2.44,clear sky
587,Souillac,MU,-20.5167,57.5167,74.35,78,40,11.5,scattered clouds
588,Okhotsk,RU,59.3833,143.3,20.35,71,74,8.86,broken clouds
589,Matara,LK,5.9485,80.5353,76.69,90,100,6.91,overcast clouds
590,Lazaro Cardenas,MX,17.9583,-102.2,77.02,88,100,5.3,overcast clouds
591,Olinda,BR,-8.0089,-34.8553,80.33,74,40,5.75,scattered clouds
592,Thunder Bay,CA,48.4001,-89.3168,40.98,68,20,6.91,few clouds
593,Son La,VN,21.3167,103.9,58.66,93,22,2.15,few clouds
594,Zhezkazgan,KZ,47.8043,67.7144,43.02,49,81,7.43,broken clouds
595,Georgiyevskoye,RU,58.731,45.024,28.2,87,96,9.64,overcast clouds
596,Iquique,CL,-20.2208,-70.1431,60.84,72,38,2.62,scattered clouds
597,Obo,CF,5.3998,26.4869,71.02,92,35,2.08,scattered clouds
598,Sabancuy,MX,18.9667,-91.1833,81.97,83,44,6.82,scattered clouds
599,Tual,ID,-5.6667,132.75,82.94,72,98,4.45,overcast clouds
600,Imbituva,BR,-25.23,-50.6044,57.27,96,41,1.99,scattered clouds
601,Kondinskoye,RU,59.6481,67.41,38.52,98,100,1.23,light rain
602,Young,UY,-32.6833,-57.6333,61.32,51,1,11.27,clear sky
603,Manzil Kamil,TN,35.6248,10.6673,64.58,94,40,25.32,scattered clouds
604,Saint-Pierre,RE,-21.3393,55.4781,73.08,77,0,6.91,clear sky
605,Waingapu,ID,-9.6567,120.2641,82.94,72,82,3.91,broken clouds
606,Fairbanks,US,64.8378,-147.7164,26.94,93,90,0.0,mist
607,Port Augusta,AU,-32.5,137.7667,67.71,27,0,6.89,clear sky
608,Kalamare,BW,-22.9337,26.5703,61.63,68,3,22.66,clear sky
609,Idrinskoye,RU,54.3708,92.1358,42.06,88,100,6.73,overcast clouds
610,Nikolayevsk-Na-Amure,RU,53.1406,140.73,40.35,79,63,3.31,broken clouds
611,Jaciara,BR,-15.9653,-54.9683,69.46,95,100,1.63,overcast clouds
612,Copiapo,CL,-27.3667,-70.3333,53.29,51,0,3.6,clear sky
613,Kendal,GB,54.3268,-2.7476,53.44,92,64,17.31,broken clouds
614,Myitkyina,MM,25.3833,97.4,67.55,89,2,1.74,clear sky
615,Kayerkan,RU,69.3497,87.7602,26.4,96,100,8.88,light snow
616,Dublin,US,37.7021,-121.9358,64.02,90,90,10.0,mist
617,Pyaozerskiy,RU,65.8333,31.1667,23.92,94,100,4.07,overcast clouds
618,Lianran,CN,24.9227,102.485,54.14,96,100,2.93,overcast clouds
619,Nouadhibou,MR,20.931,-17.0347,71.58,73,87,13.8,overcast clouds
620,Joigny,FR,47.9829,3.401,37.42,76,4,5.14,clear sky
621,Akyab,MM,20.15,92.9,75.65,79,78,5.06,broken clouds
622,Makokou,GA,0.5738,12.8642,69.58,99,79,2.33,light rain
623,Lumut,MY,4.2323,100.6298,77.38,94,20,1.14,few clouds
624,Tadine,NC,-21.55,167.8833,75.74,66,54,9.48,broken clouds
625,Eureka,US,40.8021,-124.1637,58.39,84,100,5.01,overcast clouds
626,Raymond,US,43.9015,-70.4703,47.32,74,3,2.66,clear sky
627,Perth,AU,-31.9333,115.8333,60.04,95,90,17.27,overcast clouds
628,Wanaka,NZ,-44.7,169.15,66.58,64,93,4.92,light rain
629,Sorland,NO,67.667,12.6934,46.27,95,100,20.04,overcast clouds
630,Marystown,CA,47.1666,-55.1483,54.86,100,99,5.99,overcast clouds
631,Calamar,CO,10.2511,-74.9146,84.15,91,61,6.96,broken clouds
632,Eyl,SO,7.9803,49.8164,77.04,80,40,6.4,scattered clouds
633,Ostersund,SE,63.1792,14.6357,37.85,100,40,0.0,scattered clouds
634,Honiara,SB,-9.4333,159.95,86.32,69,14,4.21,few clouds
635,Chara,RU,56.9064,118.2631,29.25,65,100,1.61,overcast clouds
636,Wakkanai,JP,45.4094,141.6739,53.58,87,20,11.5,few clouds
637,Taksimo,RU,56.3444,114.8794,29.21,80,96,1.66,overcast clouds
638,Pochutla,MX,15.7432,-96.4661,85.05,85,88,6.33,overcast clouds
639,Tiarei,PF,-17.5333,-149.3333,73.42,90,100,12.66,light rain
640,Antequera,ES,37.0194,-4.5612,59.18,83,4,4.32,clear sky
641,Chinna Salem,IN,11.65,78.9,75.2,93,100,3.2,overcast clouds
642,Leczyca,PL,52.0596,19.1997,39.07,76,30,8.48,scattered clouds
643,Talcahuano,CL,-36.7167,-73.1167,58.68,77,0,13.8,clear sky
644,Potosi,BO,-19.5836,-65.7531,40.55,71,52,8.1,broken clouds
645,Basco,PH,20.4487,121.9702,79.99,80,21,17.4,few clouds
646,Lamar,US,33.6668,-95.5836,80.53,66,20,12.66,few clouds
647,Aleksandrov,RU,56.4,38.71,29.75,87,88,8.68,overcast clouds
648,Scottsbluff,US,41.8666,-103.6672,61.92,42,1,6.91,clear sky
649,Trelew,AR,-43.249,-65.3051,67.59,28,98,36.57,overcast clouds
650,Humberto De Campos,BR,-2.5983,-43.4611,79.79,79,13,7.52,few clouds
651,Cherdyn,RU,60.403,56.4787,28.69,89,100,6.44,overcast clouds
652,Newport,GB,51.5877,-2.9984,55.94,91,31,13.65,scattered clouds
653,Ijuin,JP,31.6167,130.4,59.11,89,100,6.53,light rain
654,Inuvik,CA,68.3499,-133.7218,24.01,93,90,2.3,overcast clouds
655,Paita,PE,-5.0892,-81.1144,66.09,82,47,15.95,scattered clouds
656,Alappuzha,IN,9.49,76.3264,77.23,89,100,6.02,overcast clouds
657,Am Timan,TD,11.0297,20.2827,79.05,57,47,3.36,scattered clouds
658,Vogar,IS,63.9832,-22.3874,44.64,100,90,3.44,light rain
659,Oktyabrskiy,RU,54.4815,53.471,36.81,82,70,2.95,broken clouds
660,Iberia,US,29.9502,-91.7507,78.8,73,1,9.22,clear sky
661,Panzhihua,CN,26.5851,101.7128,64.51,88,100,0.89,overcast clouds
662,Tlalchapa,MX,18.4,-100.4667,75.43,86,100,0.29,overcast clouds
663,Santiago De Cao,PE,-7.9589,-79.2392,60.93,82,48,11.5,scattered clouds
664,Pahrump,US,36.2083,-115.9839,75.43,33,100,1.01,overcast clouds
665,Karratha,AU,-20.7377,116.8463,82.74,37,1,11.63,clear sky
666,El Tejar,GT,14.6478,-90.7928,64.8,97,98,1.63,overcast clouds
667,Iroquois,US,40.7506,-87.8334,57.49,93,100,7.0,light rain
668,Yarovoye,RU,52.9273,78.58,44.53,54,98,13.89,overcast clouds
669,Saint-Francois,FR,46.4154,3.9054,42.67,100,0,1.14,mist
670,Moerai,PF,-22.4333,-151.3333,72.81,68,16,15.35,few clouds
671,Bagdarin,RU,54.4333,113.6,28.67,82,25,3.44,scattered clouds
672,Cam Ranh,VN,11.9214,109.1591,76.96,88,75,9.22,light rain
673,Harper,LR,4.375,-7.7169,77.5,84,99,7.25,overcast clouds
674,The Valley,AI,18.217,-63.0578,82.26,83,40,10.36,scattered clouds
675,Tselinnoye,RU,53.0833,85.6667,44.82,65,91,9.46,overcast clouds
676,Papetoai,PF,-17.4961,-149.8729,72.99,87,100,16.49,light rain
677,Mitsamiouli,KM,-11.3847,43.2844,78.53,85,15,14.52,light rain
678,Bilaspur,IN,22.0833,82.15,65.39,71,1,3.47,clear sky
679,Belmonte,BR,-15.8631,-38.8828,77.5,91,52,8.14,broken clouds
680,Rosh Pinna,IL,32.9689,35.5426,62.64,75,0,2.44,clear sky
681,Ontario,US,34.0633,-117.6509,75.24,56,75,1.99,broken clouds
682,Yuzhnyy,RU,53.2542,83.6936,46.78,61,0,15.66,clear sky
683,Weinan,CN,34.5036,109.5089,51.49,78,75,0.69,broken clouds
684,Alice Springs,AU,-23.7,133.8833,74.75,25,0,11.5,clear sky
685,Teya,RU,60.3778,92.6267,35.37,89,100,10.74,overcast clouds
686,Malanje,AO,-9.5402,16.341,64.99,96,26,3.42,scattered clouds
687,Nuuk,GL,64.1835,-51.7216,25.41,63,0,10.36,clear sky
688,Milkovo,RU,54.7167,158.6167,32.25,67,80,5.35,broken clouds
689,Makakilo City,US,21.3469,-158.0858,86.32,50,75,12.66,broken clouds
690,Alibag,IN,18.6411,72.8792,78.87,80,38,6.73,scattered clouds
691,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,36.19,60,20,4.47,few clouds
692,Tay Ninh,VN,11.3,106.1,74.73,92,99,5.95,overcast clouds
693,Nuevo Progreso,MX,23.1667,-97.95,87.6,62,95,1.01,overcast clouds
694,Port Moresby,PG,-9.4431,147.1797,85.42,74,40,11.5,smoke
695,Russell,US,32.3502,-85.1999,69.4,86,20,0.0,few clouds
696,Sesheke,ZM,-17.4759,24.2968,74.19,47,59,2.68,broken clouds
697,Keuruu,FI,62.2667,24.7,39.79,99,100,8.16,overcast clouds
698,Madera,US,37.1666,-119.8343,69.89,57,100,1.01,overcast clouds
699,Port-De-Bouc,FR,43.4,4.9833,57.96,87,0,3.44,clear sky
700,Takoradi,GH,4.8845,-1.7554,77.38,87,38,5.66,scattered clouds
701,Liverpool,GB,53.4106,-2.9779,54.68,86,0,4.0,clear sky
702,Navoi,UZ,40.0844,65.3792,44.08,53,1,9.22,clear sky
703,Lima,PE,-12.0432,-77.0282,68.9,71,40,13.8,scattered clouds
704,Ambilobe,MG,-13.2,49.05,75.29,80,80,6.6,broken clouds
705,Salinopolis,BR,-0.6136,-47.3561,81.41,81,1,11.9,clear sky
706,Bhadra,IN,29.1167,75.1667,68.23,74,0,4.34,clear sky
707,Muzhi,RU,65.3667,64.6667,24.94,83,97,5.21,overcast clouds
708,Kungurtug,RU,50.5994,97.5228,27.93,73,74,2.68,broken clouds
709,Mareeba,AU,-17.0,145.4333,85.32,66,6,9.46,clear sky
710,Sorong,ID,-0.8833,131.25,81.82,80,99,7.61,overcast clouds
711,Goya,AR,-29.14,-59.2626,64.44,42,1,0.94,clear sky
712,Broken Hill,AU,-31.95,141.4333,58.71,38,0,10.36,clear sky
